"Статус","Количество"
"('Active', 32)","('Withdrawn', 57)","('Superseded', 20)","('Final', 281)","('Rejected', 124)","('Deferred', 36)","('Accepted', 45)","('Draft', 32)","('Provisional', 1)","('April Fool!', 1)"
"Total","629"
